County, Sex, Xiang, Q005, Q006, Q031, Q089, Q090, Q091, Q092, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q149, Q150, Q151, Q152, Q153, Q154, Q155, Q156, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q185, Q188, Q189, Q190, Q191, Q192, 
OB,M,2, 29.2 ,  0.0 ,.     ,49.1  ,165   ,55.3  ,20.3  , 87.5 , 83.3 , 83.3 ,.     ,21.1  ,.     , 60.9 ,.     , 87.5 ,12.9  ,12.9  ,.     , 1.37 ,16.21 , 1.37 ,.     ,  8.3 ,  8.3 ,  8.3 ,  0.0 ,  0.0 , 16.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 16.7 , 22.0 , 11.0 ,617.3 , 47.0 ,  0.6 ,  0.0 ,  0.0 ,  8.6 ,  3.4 , 16.2 ,264   ,306   ,  0.3 , 21.0 , 28.5 , 29.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,M,3, 14.6 ,  0.0 ,.     ,49.1  ,163   ,53.6  ,20.2  , 83.8 , 81.7 , 81.7 ,.     ,21.6  ,.     , 62.5 ,.     , 83.8 ,13.9  ,13.9  ,.     , 0.69 ,16.69 , 0.69 ,.     ,  4.2 ,  4.2 ,  4.2 ,  2.0 ,  0.0 , 20.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 20.4 , 22.7 , 11.3 ,586.3 , 49.1 ,  1.1 ,  0.1 ,  0.0 ,  6.8 , 46.9 , 15.4 ,260   ,275   ,  2.5 , 26.4 , 34.0 , 24.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,F,1,  8.3 ,  0.0 ,.     ,48.8  ,152   ,49.3  ,21.5  ,  4.2 ,  4.2 ,.     ,  4.2 ,.     ,39.0  ,.     ,  0.0 ,  4.2 , 0.4  ,.     , 0.4  , 0.00 , 0.47 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,511.0 , 44.7 ,  0.0 ,  0.9 ,  0.0 ,  1.9 , 34.2 , 11.2 ,279   ,222   ,  1.1 ,  8.5 , 10.5 ,  3.5 ,  0.0 ,16.1  ,49.0  ,19.3  ,6.9   ,1.4   ,5.5   ,
OB,F,2, 14.8 ,  0.0 ,.     ,48.1  ,154   ,49.7  ,20.9  ,  7.4 ,  7.4 ,.     ,  7.4 ,.     ,29.0  ,.     ,  3.7 ,  7.4 , 0.9  ,.     , 0.9  , 0.00 , 0.98 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,513.2 , 68.9 ,  1.8 ,  0.0 ,  0.0 ,  7.6 ,  6.6 , 14.9 ,291   ,316   ,  1.1 , 14.2 , 19.1 ,  8.0 ,  0.0 ,15.7  ,50.0  ,19.9  ,6.6   ,0.6   ,6.0   ,
OB,F,3, 11.6 ,  0.0 ,.     ,48.5  ,153   ,49.5  ,21.2  ,  5.8 ,  5.8 ,.     ,  5.8 ,.     ,34.0  ,.     ,  1.9 ,  5.8 , 0.7  ,.     , 0.7  , 0.00 , 0.72 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,512.1 , 56.8 ,  0.9 ,  0.5 ,  0.0 ,  4.8 , 20.4 , 13.1 ,285   ,269   ,  1.1 , 11.3 , 14.8 ,  5.8 ,  0.0 ,15.9  ,49.5  ,19.6  ,6.8   ,1.0   ,5.8   ,
OB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
OB,T,3, 13.1 ,  0.0 , 368.3,48.8  ,158   ,51.6  ,20.7  , 44.8 , 43.7 ,.     ,.     ,.     ,.     ,.     ,.     , 44.8 , 7.3  ,.     ,.     , 0.34 , 8.71 ,.     ,.     ,  2.1 ,  2.1 ,  2.1 ,  1.0 ,  0.0 , 10.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 10.2 , 11.3 ,  5.7 ,549.2 , 52.9 ,  1.0 ,  0.3 ,  0.0 ,  5.8 , 33.7 , 14.2 ,273   ,272   ,  1.8 , 18.9 , 24.4 , 14.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,M,1,  0.0 ,  4.0 ,.     ,48.8  ,161   ,49.4  ,19.1  , 92.0 , 92.0 , 92.0 ,.     ,19.2  ,.     , 76.0 ,.     , 12.0 , 0.1  , 0.1  ,.     ,15.33 ,15.42 ,15.33 ,.     , 92.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 28.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 28.0 , 46.3 , 23.1 ,665.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.8 , 55.0 , 14.6 ,175   ,333   ,  6.6 , 30.7 , 89.8 ,  2.4 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,M,2,  0.0 ,  3.4 ,.     ,48.3  ,163   ,51.4  ,19.4  , 75.9 , 72.4 , 72.4 ,.     ,18.2  ,.     , 62.1 ,.     , 27.6 , 2.7  , 2.7  ,.     , 9.02 ,12.13 , 9.02 ,.     , 62.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.1 , 44.6 , 22.3 ,597.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.6 , 25.4 , 16.2 , 60   ,320   ,  5.2 , 32.7 ,168.8 , 19.9 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,M,3,  0.0 ,  3.7 ,.     ,48.5  ,162   ,50.4  ,19.3  , 84.0 , 82.2 , 82.2 ,.     ,18.7  ,.     , 69.0 ,.     , 19.8 , 1.4  , 1.4  ,.     ,12.18 ,13.78 ,12.18 ,.     , 77.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 26.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 26.1 , 45.5 , 22.7 ,631.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.7 , 40.2 , 15.4 ,118   ,327   ,  5.9 , 31.7 ,129.3 , 11.1 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,F,1,  0.0 ,  0.0 ,.     ,50.6  ,150   ,44.4  ,19.8  , 52.0 , 44.0 ,.     , 44.0 ,.     ,27.1  ,.     , 20.0 , 16.0 , 0.3  ,.     , 0.3  , 3.95 , 4.34 ,.     , 3.95 , 52.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 ,  2.0 ,  1.0 ,611.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.2 , 52.2 , 12.8 ,284   ,338   ,  5.5 , 11.5 , 33.9 ,  0.0 ,  0.0 ,16.5  ,49.0  ,24.6  ,5.8   ,1.6   ,4.3   ,
PA,F,2,  0.0 ,  0.0 ,.     ,46.7  ,154   ,44.2  ,18.7  ,  5.6 ,  5.6 ,.     ,  5.6 ,.     ,10.0  ,.     ,  5.6 ,  0.0 , 0.0  ,.     , 0.0  , 0.46 , 0.46 ,.     , 0.46 ,  5.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,552.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.0 , 33.9 , 14.1 , 77   ,331   ,  2.6 , 18.0 , 82.7 ,  7.3 ,  0.0 ,16.2  ,49.0  ,23.4  ,4.9   ,0.7   ,4.3   ,
PA,F,3,  0.0 ,  0.0 ,.     ,48.7  ,152   ,44.3  ,19.3  , 28.8 , 24.8 ,.     , 24.8 ,.     ,18.6  ,.     , 12.8 ,  8.0 , 0.1  ,.     , 0.1  , 2.21 , 2.40 ,.     , 2.21 , 28.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.0 ,  1.0 ,  0.5 ,582.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.1 , 43.1 , 13.5 ,181   ,335   ,  4.0 , 14.8 , 58.3 ,  3.6 ,  0.0 ,16.4  ,49.0  ,24.0  ,5.4   ,1.2   ,4.3   ,
PA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PA,T,3,  0.0 ,  1.9 , 536.9,48.6  ,157   ,47.4  ,19.3  , 56.4 , 53.5 ,.     ,.     ,.     ,.     ,.     ,.     , 13.9 , 0.8  ,.     ,.     , 7.19 , 8.09 ,.     ,.     , 52.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 14.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 14.0 , 23.2 , 11.6 ,606.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  3.9 , 41.6 , 14.4 ,149   ,331   ,  5.0 , 23.2 , 93.8 ,  7.4 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,M,1,  0.0 ,  0.0 ,.     ,45.1  ,162   ,50.1  ,19.1  , 80.8 , 76.9 , 76.9 ,.     ,19.7  ,.     , 65.4 ,.     , 73.1 , 9.7  , 9.7  ,.     , 3.48 ,14.66 , 3.48 ,.     , 23.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 30.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 30.8 , 62.4 , 31.2 ,588.3 ,  0.0 , 11.9 ,  0.0 ,  0.0 , 13.9 , 73.4 , 13.5 , 43   ,212   , 20.4 ,  5.5 , 98.8 , 10.6 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,M,2,  6.9 ,  0.0 ,.     ,47.4  ,160   ,49.9  ,19.4  , 48.3 , 48.3 , 48.3 ,.     ,24.0  ,.     , 24.1 ,.     , 48.3 , 8.7  , 8.7  ,.     , 0.28 ,10.34 , 0.28 ,.     ,  3.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 62.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 62.1 ,136.9 , 68.5 ,598.3 ,  0.0 , 89.7 ,  0.0 ,  0.0 , 31.8 , 26.9 , 13.9 , 20   ,260   , 19.5 , 13.2 ,169.7 , 12.8 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,M,3,  3.5 ,  0.0 ,.     ,46.3  ,161   ,50.0  ,19.3  , 64.5 , 62.6 , 62.6 ,.     ,21.9  ,.     , 44.8 ,.     , 60.7 , 9.2  , 9.2  ,.     , 1.88 ,12.50 , 1.88 ,.     , 13.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 46.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 46.5 , 99.7 , 49.9 ,593.3 ,  0.0 , 50.8 ,  0.0 ,  0.0 , 22.9 , 50.2 , 13.7 , 32   ,236   , 19.9 ,  9.3 ,134.3 , 11.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,F,1,  4.2 ,  0.0 ,.     ,47.6  ,151   ,43.7  ,19.1  ,  4.2 ,  4.2 ,.     ,  4.2 ,.     ,49.0  ,.     ,  0.0 ,  0.0 , 0.8  ,.     , 0.8  , 0.00 , 0.95 ,.     , 0.00 ,  4.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.2 ,  4.2 ,  2.1 ,655.3 ,  0.0 , 16.8 ,  0.0 ,  0.0 ,  3.5 , 60.3 , 12.5 , 25   ,212   , 12.0 ,  7.0 , 68.5 ,  3.5 ,  0.0 ,17.2  ,50.0  ,21.9  ,7.5   ,2.8   ,4.7   ,
PC,F,2, 16.0 ,  0.0 ,.     ,47.3  ,151   ,42.5  ,18.7  , 32.0 , 28.0 ,.     , 28.0 ,.     ,19.5  ,.     , 24.0 , 24.0 , 2.0  ,.     , 2.0  , 1.64 , 3.92 ,.     , 1.64 , 12.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,655.9 ,  0.0 ,144.1 ,  0.0 ,  0.0 , 42.2 , 13.7 , 14.6 , 24   ,175   , 13.9 , 17.8 ,192.0 , 25.4 ,  2.9 ,17.3  ,49.0  ,23.0  ,7.7   ,3.0   ,4.7   ,
PC,F,3, 10.1 ,  0.0 ,.     ,47.5  ,151   ,43.1  ,18.9  , 18.1 , 16.1 ,.     , 16.1 ,.     ,34.3  ,.     , 12.0 , 12.0 , 1.4  ,.     , 1.4  , 0.82 , 2.44 ,.     , 0.82 ,  8.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  2.1 ,  2.1 ,  1.1 ,655.6 ,  0.0 , 80.5 ,  0.0 ,  0.0 , 22.9 , 37.0 , 13.6 , 25   ,194   , 13.0 , 12.4 ,130.3 , 14.4 ,  1.4 ,17.3  ,49.5  ,22.4  ,7.6   ,2.9   ,4.7   ,
PC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PC,T,3,  6.8 ,  0.0 , 559.5,46.9  ,156   ,46.6  ,19.1  , 41.3 , 39.4 ,.     ,.     ,.     ,.     ,.     ,.     , 36.4 , 5.3  ,.     ,.     , 1.35 , 7.47 ,.     ,.     , 10.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 24.3 , 50.9 , 25.4 ,624.5 ,  0.0 , 65.6 ,  0.0 ,  0.0 , 22.9 , 43.6 , 13.6 , 28   ,215   , 16.4 , 10.9 ,132.3 , 13.1 ,  0.7 ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,M,1,  4.3 ,  8.7 ,.     ,48.3  ,160   ,49.4  ,19.2  , 87.0 , 87.0 , 87.0 ,.     ,19.6  ,.     , 78.3 ,.     , 87.0 ,17.4  ,17.4  ,.     , 1.07 ,21.21 , 1.07 ,.     ,  4.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 47.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 47.8 , 83.9 , 41.9 ,633.7 ,  0.0 , 42.9 ,  0.0 ,  0.0 , 17.2 , 98.3 , 18.2 , 13   ,281   ,  4.5 , 41.2 ,106.4 ,  0.5 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,M,2,  0.0 ,  4.0 ,.     ,46.2  ,158   ,48.5  ,19.4  , 60.0 , 60.0 , 60.0 ,.     ,21.1  ,.     , 40.0 ,.     , 56.0 , 7.3  , 7.3  ,.     , 2.96 ,11.34 , 2.96 ,.     , 16.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 48.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 48.0 , 57.4 , 28.7 ,559.2 ,  0.0 ,  9.3 ,  0.0 ,  0.0 , 28.3 , 10.1 , 16.1 , 24   ,270   , 22.4 , 13.4 ,112.3 ,  1.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,M,3,  2.1 ,  6.3 ,.     ,47.3  ,159   ,49.0  ,19.3  , 73.5 , 73.5 , 73.5 ,.     ,20.4  ,.     , 59.1 ,.     , 71.5 ,12.3  ,12.3  ,.     , 2.02 ,16.28 , 2.02 ,.     , 10.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 47.9 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 47.9 , 70.7 , 35.3 ,596.5 ,  0.0 , 26.1 ,  0.0 ,  0.0 , 22.8 , 54.2 , 17.2 , 19   ,276   , 13.4 , 27.3 ,109.4 ,  0.8 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,F,1, 12.0 ,  0.0 ,.     ,48.2  ,152   ,45.2  ,19.6  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,696.2 ,  0.0 , 47.1 ,  0.8 ,  0.0 , 14.0 , 93.2 , 18.2 , 20   ,281   ,  5.5 , 26.5 , 66.0 ,  3.5 ,  0.0 ,16.8  ,48.0  ,23.0  ,6.4   ,1.5   ,4.9   ,
PD,F,2,  4.3 ,  0.0 ,.     ,43.4  ,151   ,46.9  ,20.5  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,  .   ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.7 ,  0.0 ,  0.0 ,  4.3 ,  4.3 ,  4.3 ,  2.2 ,  1.7 ,544.9 ,  0.0 , 11.9 ,  0.0 ,  0.0 , 22.5 , 23.5 , 16.7 , 13   ,287   , 14.0 , 14.1 ,118.4 ,  9.9 ,  0.0 ,16.0  ,50.0  ,23.5  ,5.0   ,1.5   ,3.6   ,
PD,F,3,  8.2 ,  0.0 ,.     ,45.8  ,152   ,46.1  ,20.1  ,  0.0 ,  0.0 ,.     ,  0.0 ,.     ,.     ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  4.3 ,  0.0 ,  0.0 ,  2.1 ,  2.1 ,  2.1 ,  1.1 ,  0.8 ,620.6 ,  0.0 , 29.5 ,  0.4 ,  0.0 , 18.3 , 58.4 , 17.4 , 17   ,284   ,  9.8 , 20.3 , 92.2 ,  6.7 ,  0.0 ,16.4  ,49.0  ,23.3  ,5.7   ,1.5   ,4.3   ,
PD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PD,T,3,  5.2 ,  3.2 , 551.1,46.5  ,155   ,47.5  ,19.7  , 36.8 , 36.8 ,.     ,.     ,.     ,.     ,.     ,.     , 35.8 , 6.2  ,.     ,.     , 1.01 , 8.14 ,.     ,.     ,  5.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 26.1 ,  0.0 ,  0.0 ,  1.1 ,  1.1 , 25.0 , 35.9 , 18.1 ,608.5 ,  0.0 , 27.8 ,  0.2 ,  0.0 , 20.5 , 56.3 , 17.3 , 18   ,280   , 11.6 , 23.8 ,100.8 ,  3.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PE,M,1,  0.0 ,  0.0 ,.     ,49.1  ,165   ,51.2  ,18.9  , 76.0 , 72.0 , 72.0 ,.     ,20.9  ,.     , 50.0 ,.     , 64.0 , 6.4  , 6.4  ,.     , 3.82 ,11.23 , 3.82 ,.     , 40.0 ,  8.0 ,  4.0 ,  0.0 ,  0.0 ,  8.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  8.0 , 10.9 ,  5.4 ,608.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  5.2 , 10.1 , 11.1 , 38   ,330   ,  0.3 , 16.3 ,139.2 , 28.3 ,  0.5 ,.     ,.     ,.     ,.     ,.     ,.     ,
PE,M,2,  0.0 ,  4.8 ,.     ,50.3  ,163   ,48.4  ,18.3  , 52.4 , 52.4 , 52.4 ,.     ,22.9  ,.     , 38.1 ,.     , 38.1 , 4.9  , 4.9  ,.     , 3.68 , 9.39 , 3.68 ,.     , 38.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 14.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 14.3 , 26.5 , 13.3 ,596.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.8 ,245.6 , 13.4 , 40   ,300   ,  7.4 , 17.7 , 99.4 , 17.7 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,
PE,M,3,  0.0 ,  2.4 ,.     ,49.7  ,164   ,49.8  ,18.6  , 64.2 , 62.2 , 62.2 ,.     ,21.9  ,.     , 44.1 ,.     , 51.1 , 5.7  , 5.7  ,.     , 3.75 ,10.31 , 3.75 ,.     , 39.1 ,  4.0 ,  2.0 ,  0.0 ,  0.0 , 11.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 11.2 , 18.7 ,  9.4 ,602.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  6.0 ,127.8 , 12.3 , 39   ,315   ,  3.9 , 17.0 ,119.3 , 23.0 ,  0.3 ,.     ,.     ,.     ,.     ,.     ,.     ,
PE,F,1,  0.0 ,  0.0 ,.     ,49.1  ,153   ,43.8  ,18.8  ,  8.0 ,  4.0 ,.     ,  4.0 ,.     ,32.5  ,.     ,  0.0 ,  4.0 , 0.0  ,.     , 0.0  , 0.33 , 0.36 ,.     , 0.33 ,  8.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,611.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.4 ,  3.8 , 10.2 , 42   ,305   ,  0.8 ,  9.6 ,105.1 , 26.4 ,  0.0 ,16.2  ,50.0  ,22.4  ,5.2   ,1.2   ,4.0   ,
PE,F,2,  4.3 ,  0.0 ,.     ,48.8  ,152   ,42.6  ,18.4  ,  4.3 ,  0.0 ,.     ,  0.0 ,.     ,42.0  ,.     ,  0.0 ,  0.0 , 0.0  ,.     , 0.0  , 0.00 , 0.00 ,.     , 0.00 ,  4.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,583.1 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.6 , 65.5 , 10.8 , 24   ,330   ,  0.3 ,  8.9 , 64.7 , 39.7 ,  0.0 ,16.6  ,52.0  ,23.0  ,6.4   ,2.1   ,4.3   ,
PE,F,3,  2.1 ,  0.0 ,.     ,49.0  ,153   ,43.2  ,18.6  ,  6.2 ,  2.0 ,.     ,  2.0 ,.     ,37.3  ,.     ,  0.0 ,  2.0 , 0.0  ,.     , 0.0  , 0.17 , 0.18 ,.     , 0.17 ,  6.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,597.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  1.0 , 34.6 , 10.5 , 33   ,318   ,  0.6 ,  9.3 , 84.9 , 33.1 ,  0.0 ,16.4  ,51.0  ,22.7  ,5.8   ,1.7   ,4.2   ,
PE,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
PE,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
