County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P010, P011, P012, P013, P014, P015, P016, P017, P018, P019, P020, P021, P022, P023, P024, P025, P026, P027, P028, P029, P030, P031, P032, P034, P036, P037, P038, P039, P040, P041, P042, P044, P045, P046, P047, P048, R002, R003, R004, R005, R006, R007, R008, R009, R010, R011, R012, R013, R014, R015, R016, R017, R018, R019, R020, R021, R022, R023, R024, R025, R026, U001, U002, U003, U004, U005, U006, U007, U008, U009, U010, U011, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, U025, U026, U027, U028, U029, U030, 
ZA,M,1,193   ,44.6  ,148.4 ,121.5 ,79.5  ,4.5   ,8.23  , 2.70 , 11.5 , 3.60 , 4.50 ,40.6  ,5.29  , 415  ,129   , 4.80 , 23.4 , 3.60 , 2.70 , 8.30 , 0.00 , 2.60 , 3.70 , 8.8  ,0.54  ,34.05 ,0.096 ,15.6  ,2.87  ,13.6  ,0.129 ,0.279 ,470   , 65.3 ,15.7  ,4.0   , 7.2  ,2.12  , 6.57 ,  3   , 82.8 ,142   ,.     , 53.8 ,.     ,1.00  ,48.9  , 15.6 ,31.2  , 4.36 ,35.6  , 0.73 ,0.19  ,18.7  ,17.7  ,0.24  ,0.94  ,11.19 ,0.17  ,12.0  ,0.33  , 0.00 , 3.10 ,0.23  ,1.00  , 3.13 ,12.60 ,0.46  ,1.60  ,16.5  , 3.7  ,0.82  , 2.5  ,0.10  ,0.44  , 7.4  ,0.25  ,531   ,0.13  , 5.68 ,1.24  , 687  , 753  , 0.04 , 0.05 , 4.16 , 1.00 , 0.23 , 0.20 ,  6.12, 19.92,0.10  , 3.16 , 10.55, 21.16, 0.04 , 2.58 , 0.21 , 13.02,
ZA,M,2,191   ,50.8  ,140.2 ,127.2 ,88.2  ,4.4   ,8.60  , 2.83 , 15.0 , 4.20 , 6.90 ,39.9  ,4.69  , 509  ,162   , 7.20 , 22.3 , 3.40 , 2.30 ,14.60 , 2.10 , 4.90 , 4.70 , 9.2  ,0.63  ,27.00 ,0.114 ,15.0  ,3.73  ,15.5  ,0.114 ,0.265 ,461   ,101.3 ,17.7  ,3.9   , 7.4  ,2.01  , 6.70 , 10   , 73.3 ,126   ,.     , 45.8 ,.     ,1.30  ,47.9  , 16.7 ,28.5  , 6.86 ,35.4  , 0.74 ,0.23  ,18.1  ,16.1  ,0.35  ,1.90  ,11.23 ,0.20  ,10.8  ,0.24  , 0.22 , 5.20 ,0.13  ,1.28  , 5.45 ,10.81 ,0.36  ,1.47  ,15.9  , 3.7  ,1.04  , 3.0  ,0.12  ,0.62  , 7.8  ,0.51  ,394   ,0.13  , 0.00 ,1.67  , 707  , 665  , 0.08 , 0.21 , 2.78 , 1.36 , 1.08 , 4.06 , 13.09,  8.77,0.10  , 1.42 , 17.04, 14.40, 0.15 , 2.07 , 2.57 , 10.93,
ZA,M,3,192   ,47.7  ,144.3 ,124.4 ,83.9  ,4.5   ,8.42  , 2.77 , 13.3 , 3.90 , 5.70 ,40.3  ,4.99  , 462  ,146   , 6.00 , 22.9 , 3.50 , 2.50 ,11.45 , 1.05 , 3.75 , 4.20 , 9.0  ,0.59  ,30.52 ,0.105 ,15.3  ,3.30  ,14.6  ,0.122 ,0.272 ,466   , 83.3 ,16.7  ,4.0   , 7.3  ,2.06  , 6.64 ,  7   , 78.0 ,134   ,.     , 49.8 ,.     ,1.15  ,48.4  , 16.1 ,29.9  , 5.61 ,35.5  , 0.73 ,0.21  ,18.4  ,16.9  ,0.29  ,1.42  ,11.21 ,0.19  ,11.4  ,0.29  , 0.11 , 4.15 ,0.18  ,1.14  , 4.29 ,11.71 ,0.41  ,1.54  ,16.2  , 3.7  ,0.93  , 2.8  ,0.11  ,0.53  , 7.6  ,0.38  ,463   ,0.13  , 2.84 ,1.46  , 697  , 709  , 0.06 , 0.13 , 3.47 , 1.18 , 0.66 , 2.13 ,  9.61, 14.35,0.10  , 2.29 , 13.79, 17.78, 0.10 , 2.33 , 1.39 , 11.97,
ZA,F,1,209   ,46.7  ,162.3 ,135.0 ,87.0  ,4.3   ,8.73  , 6.58 , 32.7 , 9.60 , 8.90 ,62.1  ,3.82  , 960  ,351   , 5.90 , 53.8 , 5.30 , 4.40 ,20.00 , 3.20 , 7.90 , 5.20 ,12.8  ,0.60  ,30.61 ,0.117 ,16.6  ,3.37  ,12.9  ,0.124 ,0.296 ,575   , 69.7 ,15.0  ,3.7   , 7.3  ,1.76  ,.     , 17   , 82.1 ,.     , 17   ,.     ,  7.4 ,1.07  ,47.1  , 16.0 ,30.7  , 6.22 ,36.9  , 0.78 ,0.13  ,16.5  ,16.7  ,0.30  ,1.52  ,11.92 ,0.13  ,10.9  ,0.36  , 0.00 , 4.54 ,0.20  ,1.04  , 4.98 ,11.76 ,0.48  ,1.50  ,17.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZA,F,2,198   ,55.3  ,142.7 ,144.8 ,75.4  ,4.5   ,8.23  , 4.67 , 23.6 , 5.70 , 7.10 ,53.0  ,4.05  , 589  , 97   , 5.10 , 44.6 , 4.20 , 2.80 , 5.80 , 3.30 , 3.60 , 3.80 ,13.2  ,0.86  ,29.66 ,0.113 ,14.9  ,3.67  ,14.4  ,0.119 ,0.237 ,442   ,100.7 ,17.7  ,3.5   , 7.6  ,1.42  ,.     , 17   , 75.9 ,.     ,  3   ,.     ,  0.0 ,1.20  ,50.2  , 15.1 ,28.4  , 6.33 ,34.7  , 0.69 ,0.18  ,20.6  ,16.4  ,0.35  ,1.38  ,11.31 ,0.17  ,10.8  ,0.22  , 0.00 , 3.90 ,0.89  ,1.39  , 4.04 ,10.93 ,0.38  ,1.43  ,15.6  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZA,F,3,204   ,51.0  ,152.5 ,139.9 ,81.2  ,4.4   ,8.48  , 5.63 , 28.2 , 7.65 , 8.00 ,57.6  ,3.94  , 775  ,224   , 5.50 , 49.2 , 4.75 , 3.60 ,12.90 , 3.25 , 5.75 , 4.50 ,13.0  ,0.73  ,30.14 ,0.115 ,15.8  ,3.52  ,13.7  ,0.121 ,0.267 ,509   , 85.2 ,16.4  ,3.6   , 7.5  ,1.59  ,.     , 17   , 79.0 ,.     , 10   ,.     ,  3.7 ,1.14  ,48.7  , 15.6 ,29.6  , 6.28 ,35.8  , 0.73 ,0.15  ,18.6  ,16.6  ,0.33  ,1.45  ,11.62 ,0.15  ,10.9  ,0.29  , 0.00 , 4.22 ,0.55  ,1.22  , 4.51 ,11.35 ,0.43  ,1.47  ,16.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZA,T,3,198   ,49.4  ,148.4 ,132.1 ,82.5  ,4.4   ,8.45  , 4.20 , 20.7 , 5.78 , 6.85 ,48.9  ,4.46  , 618  ,185   , 5.75 , 36.0 , 4.13 , 3.05 ,12.18 , 2.15 , 4.75 , 4.35 ,11.0  ,0.66  ,30.33 ,0.110 ,15.5  ,3.41  ,14.1  ,0.122 ,0.269 ,487   , 84.3 ,16.5  ,3.8   , 7.4  ,1.83  ,.     , 12   , 78.5 ,.     ,.     ,.     ,.     ,1.14  ,48.5  , 15.8 ,29.7  , 5.94 ,35.7  , 0.73 ,0.18  ,18.5  ,16.7  ,0.31  ,1.44  ,11.41 ,0.17  ,11.1  ,0.29  , 0.06 , 4.19 ,0.36  ,1.18  , 4.40 ,11.53 ,0.42  ,1.50  ,16.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZB,M,1,183   ,45.3  ,137.7 ,127.7 ,75.6  ,4.7   ,8.63  , 1.70 , 12.8 , 5.80 , 6.50 ,41.7  ,5.28  , 464  ,140   , 4.70 , 23.8 , 9.80 , 3.50 ,12.30 , 0.00 , 5.20 , 7.00 , 8.5  ,0.96  ,29.55 ,0.095 ,15.9  ,3.47  ,12.7  ,0.113 ,0.302 ,495   , 95.7 ,20.3  ,3.8   , 7.9  ,1.96  , 7.00 , 10   , 79.3 ,146   ,.     , 55.6 ,.     ,1.10  ,47.0  , 16.2 ,30.1  , 6.72 ,36.8  , 0.78 ,0.11  ,17.3  ,16.0  ,0.42  ,1.94  ,11.29 ,0.23  ,10.7  ,0.29  , 0.00 , 4.98 ,0.00  ,1.04  , 5.68 ,11.88 ,0.44  ,1.42  ,16.3  , 3.7  ,1.05  , 2.7  ,0.11  ,0.49  , 7.7  ,0.27  ,655   ,0.17  ,11.23 ,1.48  , 837  , 754  , 0.13 , 0.47 , 3.72 , 1.29 , 1.61 , 1.38 , 12.28,  7.16,0.15  , 2.43 , 17.74, 10.30, 0.30 , 2.51 , 1.49 ,  9.72,
ZB,M,2,185   ,47.7  ,137.3 ,109.7 ,89.3  ,4.7   ,8.20  , 3.21 , 16.4 , 4.70 , 6.50 ,48.2  ,4.90  , 533  ,103   , 6.90 , 19.9 , 3.20 , 2.60 , 1.90 , 2.30 , 5.10 , 3.90 , 8.5  ,0.65  ,29.78 ,0.111 ,13.4  ,3.57  ,14.5  ,0.111 ,0.269 ,452   , 89.7 ,17.7  , .    , 7.1  ,1.70  , 6.22 , 30   , 80.0 , 91   ,.     , 36.0 ,.     ,1.12  ,  .   ,   .  ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,  .   , .    , .    ,  .   , .    ,  .   , .    ,  .   ,  .   , .    , .    ,  .   ,  .   , .    , .    ,  .   , 2.9  ,0.83  , 2.3  ,0.12  ,0.38  , 6.7  ,0.20  ,694   ,0.23  , 3.37 ,1.07  , 556  , 516  , 0.08 , 0.03 , 4.63 , 0.77 , 2.54 , 0.56 , 13.81,  3.25,0.06  , 3.86 , 21.06,  4.61, 0.05 , 2.70 , 1.55 ,  8.53,
ZB,M,3,184   ,46.5  ,137.5 ,118.7 ,82.5  ,4.7   ,8.42  , 2.46 , 14.6 , 5.25 , 6.50 ,45.0  ,5.09  , 499  ,122   , 5.80 , 21.9 , 6.50 , 3.05 , 7.10 , 1.15 , 5.15 , 5.45 , 8.5  ,0.81  ,29.67 ,0.103 ,14.7  ,3.52  ,13.6  ,0.112 ,0.286 ,474   , 92.7 ,19.0  ,3.8   , 7.5  ,1.83  , 6.61 , 20   , 79.7 ,119   ,.     , 45.8 ,.     ,1.11  ,47.0  , 16.2 ,30.1  , 6.72 ,36.8  , 0.78 ,0.11  ,17.3  ,16.0  ,0.42  ,1.94  ,11.29 ,0.23  ,10.7  ,0.29  , 0.00 , 4.98 ,0.00  ,1.04  , 5.68 ,11.88 ,0.44  ,1.42  ,16.3  , 3.3  ,0.94  , 2.5  ,0.12  ,0.43  , 7.2  ,0.24  ,675   ,0.20  , 7.30 ,1.28  , 697  , 635  , 0.11 , 0.25 , 4.17 , 1.03 , 2.08 , 0.97 , 13.04,  5.21,0.10  , 3.15 , 19.40,  7.46, 0.17 , 2.60 , 1.52 ,  9.13,
ZB,F,1,208   ,57.6  ,150.4 ,143.1 ,82.9  ,4.5   ,8.37  , 4.20 , 31.4 , 7.00 , 5.90 ,42.7  ,3.82  , 658  ,166   , 5.80 , 33.5 , 3.10 , 2.70 , 2.10 , 2.60 , 5.70 , 3.30 ,19.9  ,1.04  ,29.84 ,0.113 ,15.4  ,3.47  ,14.5  ,0.125 ,0.242 ,460   , 95.3 ,17.0  ,4.0   , 7.0  ,2.17  ,.     , 21   , 63.3 ,.     , 14   ,.     ,  3.4 ,1.25  ,53.5  , 15.5 ,22.5  , 8.49 ,31.0  , 0.58 ,0.20  ,20.2  ,19.7  ,0.42  ,2.63  ,10.38 ,0.10  , 8.6  ,0.23  , 1.13 , 5.46 ,1.39  ,0.75  , 6.34 , 8.36 ,0.37  ,1.45  ,12.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZB,F,2,167   ,45.0  ,122.0 ,132.8 ,80.6  ,4.3   ,7.87  , 3.69 , 31.3 , 8.40 , 5.80 ,42.5  ,3.38  , 819  ,160   , 7.10 , 23.0 , 4.00 , 3.00 ,13.30 , 2.40 , 5.00 , 6.10 ,16.7  ,0.46  ,31.56 ,0.109 ,12.9  ,3.50  ,10.5  ,0.123 ,0.243 ,427   , 85.7 ,17.0  ,3.3   , 7.4  ,1.67  ,.     , 17   , 80.6 ,.     , 14   ,.     ,  6.9 ,1.10  ,48.6  , 16.6 ,27.8  , 6.99 ,34.8  , 0.72 ,0.23  ,18.1  ,16.8  ,0.38  ,1.41  ,11.61 ,0.23  ,11.3  ,0.33  , 0.00 , 4.73 ,1.40  ,1.08  , 4.52 ,10.45 ,0.43  ,1.57  ,15.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZB,F,3,188   ,51.3  ,136.2 ,138.0 ,81.8  ,4.4   ,8.12  , 3.95 , 31.4 , 7.70 , 5.85 ,42.6  ,3.60  , 739  ,163   , 6.45 , 28.3 , 3.55 , 2.85 , 7.70 , 2.50 , 5.35 , 4.70 ,18.3  ,0.75  ,30.70 ,0.111 ,14.2  ,3.49  ,12.5  ,0.124 ,0.242 ,444   , 90.5 ,17.0  ,3.6   , 7.2  ,1.92  ,.     , 19   , 72.0 ,.     , 14   ,.     ,  5.2 ,1.18  ,51.1  , 16.1 ,25.2  , 7.74 ,32.9  , 0.65 ,0.22  ,19.2  ,18.3  ,0.40  ,2.02  ,11.00 ,0.17  ,10.0  ,0.28  , 0.56 , 5.10 ,1.40  ,0.92  , 5.43 , 9.40 ,0.40  ,1.51  ,13.9  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZB,T,3,186   ,48.9  ,136.9 ,128.3 ,82.1  ,4.6   ,8.27  , 3.20 , 23.0 , 6.48 , 6.18 ,43.8  ,4.35  , 619  ,142   , 6.13 , 25.1 , 5.03 , 2.95 , 7.40 , 1.82 , 5.25 , 5.08 ,13.4  ,0.78  ,30.18 ,0.107 ,14.4  ,3.50  ,13.1  ,0.118 ,0.264 ,459   , 91.6 ,18.0  ,3.7   , 7.4  ,1.88  ,.     , 20   , 75.8 ,.     ,.     ,.     ,.     ,1.14  ,49.0  , 16.1 ,27.6  , 7.23 ,34.9  , 0.72 ,0.16  ,18.2  ,17.1  ,0.41  ,1.98  ,11.14 ,0.20  ,10.3  ,0.29  , 0.28 , 5.04 ,0.70  ,0.98  , 5.55 ,10.64 ,0.42  ,1.47  ,15.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZC,M,1,179   ,55.9  ,123.1 ,118.7 ,79.3  ,4.4   ,8.50  ,13.58 , 36.4 , 7.50 , 9.00 ,55.3  ,4.38  , 822  ,194   , 3.30 , 38.7 , 3.80 , 3.50 ,15.50 , 4.30 , 4.50 , 4.60 ,14.4  ,0.53  ,30.25 ,0.120 ,15.8  ,3.47  ,12.5  ,0.117 ,0.355 ,548   , 98.7 ,17.3  ,3.7   , 6.8  ,1.70  , 7.30 , 17   , 83.3 ,128   ,.     , 48.0 ,.     ,1.15  ,47.0  , 16.4 ,29.6  , 6.92 ,36.5  , 0.78 ,0.20  ,18.3  ,17.2  ,0.38  ,1.33  , 9.67 ,0.18  ,11.9  ,0.29  , 0.00 , 4.05 ,1.93  ,0.81  , 4.18 ,12.70 ,0.47  ,1.60  ,14.9  , 3.7  ,0.81  , 2.6  ,0.13  ,0.45  , 7.8  ,0.27  ,699   ,0.14  , 4.96 ,1.57  , 867  , 760  , 0.27 , 0.05 , 5.03 , 1.37 , 6.58 , 1.12 , 13.89,  6.72,0.09  , 3.67 , 25.77,  9.25, 0.16 , 3.20 , 3.85 , 10.30,
ZC,M,2,187   ,44.6  ,142.4 ,115.1 ,77.8  ,4.5   ,8.20  , 4.18 , 25.5 , 6.60 , 9.80 ,66.9  ,4.18  , 831  ,182   ,10.40 , 29.6 , 4.10 , 3.30 ,11.70 , 3.10 , 6.10 , 5.00 , 8.4  ,0.43  ,28.79 ,0.104 ,22.4  ,3.63  ,13.2  ,0.119 ,0.291 ,453   , 79.0 ,18.3  ,4.0   , 7.8  ,1.87  , 5.96 , 27   , 70.0 , 97   ,.     , 42.3 ,.     ,1.10  ,49.4  , 15.1 ,30.8  , 4.76 ,35.6  , 0.72 ,0.16  ,18.7  ,17.5  ,0.31  ,1.04  ,11.60 ,0.17  ,11.6  ,0.29  , 0.00 , 3.00 ,0.41  ,1.35  , 3.00 ,11.89 ,0.44  ,1.60  ,16.9  , 3.9  ,0.82  , 3.0  ,0.12  ,0.46  , 7.3  ,0.33  ,470   ,0.16  , 3.51 ,1.13  , 635  , 663  , 0.06 , 0.15 , 1.22 , 0.91 , 0.67 , 1.65 ,  4.83,  6.12,0.05  , 0.30 ,  6.78,  8.83, 0.10 , 1.07 , 1.16 ,  5.48,
ZC,M,3,183   ,50.3  ,132.8 ,116.9 ,78.5  ,4.5   ,8.35  , 8.88 , 30.9 , 7.05 , 9.40 ,61.1  ,4.28  , 827  ,188   , 6.85 , 34.2 , 3.95 , 3.40 ,13.60 , 3.70 , 5.30 , 4.80 ,11.4  ,0.48  ,29.52 ,0.112 ,19.1  ,3.55  ,12.8  ,0.118 ,0.323 ,501   , 88.9 ,17.8  ,3.9   , 7.3  ,1.79  , 6.63 , 22   , 76.7 ,113   ,.     , 45.1 ,.     ,1.13  ,48.2  , 15.8 ,30.2  , 5.84 ,36.1  , 0.75 ,0.18  ,18.5  ,17.4  ,0.35  ,1.19  ,10.63 ,0.18  ,11.8  ,0.29  , 0.00 , 3.52 ,1.17  ,1.08  , 3.59 ,12.29 ,0.46  ,1.60  ,15.9  , 3.8  ,0.82  , 2.8  ,0.13  ,0.46  , 7.5  ,0.30  ,585   ,0.15  , 4.24 ,1.35  , 751  , 712  , 0.17 , 0.10 , 3.13 , 1.14 , 3.63 , 1.39 ,  9.36,  6.42,0.07  , 1.98 , 16.27,  9.04, 0.13 , 2.14 , 2.50 ,  7.89,
ZC,F,1,192   ,56.2  ,135.8 ,145.8 ,82.8  ,4.5   ,8.37  , 5.37 , 26.9 , 5.90 , 6.40 ,39.4  ,4.31  , 423  ,205   , 5.00 , 29.3 , 4.90 , 3.40 ,13.20 , 2.60 , 4.30 , 4.50 ,14.4  ,0.83  ,33.66 ,0.135 ,14.7  ,3.87  ,14.8  ,0.107 ,0.252 ,504   ,109.7 ,14.0  ,3.7   , 7.1  ,2.11  ,.     ,  7   , 73.3 ,.     ,  9   ,.     ,  6.9 ,1.18  ,47.9  , 18.0 ,27.3  , 6.75 ,34.1  , 0.71 ,0.22  ,22.1  ,16.5  ,0.41  ,1.92  , 6.72 ,0.28  ,11.7  ,0.36  , 0.33 , 5.34 ,0.18  ,0.85  , 5.72 ,12.35 ,0.42  ,1.50  ,13.0  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZC,F,2,184   ,41.8  ,142.2 ,130.9 ,67.1  ,4.4   ,8.03  , 8.50 , 28.4 , 7.30 , 6.60 ,58.4  ,4.13  , 746  ,221   , 4.00 , 37.9 , 4.20 , 3.60 ,18.60 , 4.20 , 4.70 , 4.70 ,14.9  ,0.84  ,34.67 ,0.096 ,21.2  ,3.77  , 9.3  ,0.114 ,0.246 ,429   , 82.0 ,15.7  , .    , 7.7  ,1.94  ,.     , 10   , 83.3 ,.     , 16   ,.     ,  3.3 ,1.08  ,48.9  , 14.9 ,31.6  , 4.59 ,36.2  , 0.74 ,0.15  ,17.5  ,17.1  ,0.29  ,1.01  ,12.92 ,0.18  ,11.2  ,0.33  , 0.00 , 3.17 ,0.43  ,1.33  , 2.83 ,11.26 ,0.46  ,1.53  ,18.3  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZC,F,3,188   ,49.0  ,139.0 ,138.4 ,75.0  ,4.5   ,8.20  , 6.94 , 27.6 , 6.60 , 6.50 ,48.9  ,4.22  , 585  ,213   , 4.50 , 33.6 , 4.55 , 3.50 ,15.90 , 3.40 , 4.50 , 4.60 ,14.7  ,0.83  ,34.16 ,0.116 ,17.9  ,3.82  ,12.1  ,0.111 ,0.249 ,467   , 95.9 ,14.8  ,3.7   , 7.4  ,2.02  ,.     ,  9   , 78.3 ,.     , 13   ,.     ,  5.1 ,1.13  ,48.4  , 16.4 ,29.5  , 5.67 ,35.2  , 0.72 ,0.18  ,19.8  ,16.8  ,0.35  ,1.47  , 9.82 ,0.23  ,11.4  ,0.35  , 0.17 , 4.25 ,0.30  ,1.09  , 4.28 ,11.80 ,0.44  ,1.52  ,15.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ZC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
