County, Sex, Xiang, P001, P002, P003, P004, P005, P006, P007, P008, P009, P012, P013, P014, P015, P025, P027, P028, P029, P030, P031, P032, P033, P034, P035, P036, P037, P041, P042, P044, P046, R001, R002, R003, R005, R006, R007, R008, R010, R011, R016, R019, R020, R021, R022, R023, R025, R026, U001, U002, U003, U012, U013, U015, U016, U017, U018, U019, U020, U021, U022, U023, U024, 
MD,M,1,126   ,45.8  , 79.7 ,116.7 , 53.1 , 4.2  ,8.55  , 0.00 , 6.3  ,69.6  ,3.33  , 886  , 26   ,1.54  ,0.108 ,19.7  ,2.14  , 8.7  ,0.094 ,0.131 , 44   ,503   ,221   , 87.6 ,12.9  , 596  , 20   , 40.0 ,111   ,14.5  ,1.40  ,40.8  ,23.1  , 4.61 ,27.7  , 0.68 ,26.1  ,14.8  ,16.0  ,10.95 , 0.55 , 0.35 , 2.23 , 8.15 , 2.61 ,12.4  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
MD,M,2,140   ,38.8  ,100.8 ,105.8 , 52.4 , 4.2  ,8.05  , 0.00 , 9.6  ,69.9  ,2.78  , 688  , 44   ,2.00  ,0.096 ,19.4  ,2.32  , 7.7  ,0.096 ,0.148 , 65   ,419   ,252   , 91.9 ,15.4  , 630  , 23   , 75.0 , 74   ,13.6  ,1.43  ,42.6  ,22.0  , 4.66 ,26.6  , 0.62 ,27.0  ,15.6  ,16.1  ,11.30 , 0.84 , 0.31 , 2.02 , 7.76 , 2.27 ,11.9  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
MD,M,3,133   ,42.3  , 90.3 ,111.3 , 52.8 , 4.2  ,8.30  , 0.00 , 8.0  ,69.8  ,3.06  , 787  , 35   ,1.77  ,0.102 ,19.6  ,2.23  , 8.2  ,0.095 ,0.140 , 55   ,461   ,237   , 89.8 ,14.2  , 613  , 22   , 57.5 , 93   ,14.1  ,1.42  ,41.7  ,22.6  , 4.64 ,27.2  , 0.65 ,26.6  ,15.2  ,16.1  ,11.13 , 0.70 , 0.33 , 2.13 , 7.96 , 2.44 ,12.2  , 7.3  ,2.58  , 5.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,F,1,145   ,39.9  ,105.2 ,114.5 , 65.1 , 4.3  ,8.39  , 0.00 , 9.1  ,48.9  ,2.65  , 834  , 19   ,1.68  ,0.094 ,15.6  ,2.54  , 8.4  ,0.096 ,0.112 , 87   ,659   ,302   , 89.5 ,11.8  ,.     , 21   ,.     , 12   ,13.3  ,1.49  ,35.6  ,24.9  , 7.20 ,32.1  , 0.90 ,20.4  ,15.3  ,16.1  ,11.51 , 0.58 , 0.42 , 3.74 , 7.22 , 2.90 ,14.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,F,2,124   ,42.0  , 82.1 ,101.4 , 54.7 , 4.3  ,8.72  , 0.82 ,16.5  ,48.6  ,3.03  , 715  ,  6   ,1.07  ,0.104 ,19.8  ,2.76  , 7.3  ,0.098 ,0.136 , 80   ,575   ,240   , 94.8 ,13.7  ,.     , 16   ,.     ,  0   ,12.9  ,1.40  ,41.2  ,23.3  , 5.81 ,29.1  , 0.71 ,25.9  ,15.3  ,14.3  ,12.27 , 0.86 , 0.67 , 2.79 , 7.18 , 2.31 ,13.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,F,3,135   ,41.0  , 93.7 ,108.0 , 59.9 , 4.3  ,8.56  , 0.41 ,12.8  ,48.8  ,2.84  , 775  , 13   ,1.38  ,0.099 ,17.7  ,2.65  , 7.9  ,0.097 ,0.124 , 84   ,617   ,271   , 92.2 ,12.8  ,.     , 19   ,.     ,  6   ,13.1  ,1.45  ,38.4  ,24.1  , 6.50 ,30.6  , 0.81 ,23.1  ,15.3  ,15.2  ,11.89 , 0.72 , 0.55 , 3.27 , 7.20 , 2.60 ,14.3  , 7.9  ,3.16  , 5.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
MD,T,3,134   ,41.6  , 92.0 ,109.6 , 56.3 , 4.3  ,8.43  , 0.20 ,10.4  ,59.3  ,2.95  , 781  , 24   ,1.57  ,0.101 ,18.6  ,2.44  , 8.0  ,0.096 ,0.132 , 69   ,539   ,254   , 91.0 ,13.5  ,.     , 20   ,.     , 49   ,13.6  ,1.43  ,40.1  ,23.3  , 5.57 ,28.9  , 0.73 ,24.9  ,15.3  ,15.6  ,11.51 , 0.71 , 0.44 , 2.70 , 7.58 , 2.52 ,13.2  , 7.6  ,2.87  , 5.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,M,1,103   ,39.0  , 64.4 , 78.2 , 49.2 , 3.6  ,6.54  , 0.00 , 3.8  ,35.3  ,2.48  , 732  ,  0   ,0.74  ,0.091 ,16.8  ,1.67  , 8.2  ,0.076 ,0.120 , 45   ,243   ,228   , 84.3 ,11.8  , 683  , 20   , 56.0 ,121   ,14.0  ,1.36  ,39.0  ,26.7  , 7.04 ,33.7  , 0.87 ,23.7  ,15.3  ,15.9  , 6.66 , 0.42 , 0.55 , 3.16 , 8.41 , 3.11 ,15.2  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
NA,M,2,120   ,24.6  , 95.7 , 85.1 , 60.1 , 3.9  ,7.30  , 0.00 , 2.5  ,54.0  ,2.76  , 708  , 22   ,0.70  ,0.095 ,18.0  ,2.11  , 6.0  ,0.074 ,0.132 ,140   ,355   ,230   , 87.9 ,12.6  , 558  , 24   , 70.8 , 94   ,14.1  ,1.38  ,38.9  ,24.4  , 7.73 ,32.2  , 0.83 ,22.1  ,16.8  ,15.0  , 8.11 , 0.50 , 0.72 , 3.35 , 7.54 , 2.95 ,13.9  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
NA,M,3,112   ,31.8  , 80.1 , 81.7 , 54.7 , 3.8  ,6.92  , 0.00 , 3.1  ,44.6  ,2.62  , 720  , 11   ,0.72  ,0.093 ,17.4  ,1.89  , 7.1  ,0.075 ,0.126 , 93   ,299   ,229   , 86.1 ,12.2  , 621  , 22   , 63.4 ,108   ,14.1  ,1.37  ,39.0  ,25.6  , 7.39 ,33.0  , 0.85 ,22.9  ,16.1  ,15.5  , 7.38 , 0.46 , 0.64 , 3.26 , 7.98 , 3.03 ,14.6  , 5.9  ,0.42  , 3.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,F,1,121   ,34.6  , 86.0 , 78.8 , 48.7 , 3.7  ,6.93  , 0.00 , 4.8  ,33.0  ,1.83  , 884  ,  0   ,0.49  ,0.099 ,16.4  ,2.20  , 7.0  ,0.061 ,0.090 , 72   ,273   ,229   , 89.4 , 9.5  ,.     , 15   ,.     ,  0   ,12.8  ,1.35  ,37.8  ,22.6  , 6.14 ,28.8  , 0.76 ,22.4  ,15.4  ,14.5  , 8.19 , 0.45 , 0.33 , 2.94 , 6.96 , 2.88 ,12.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,F,2,113   ,26.9  , 86.4 , 82.8 , 50.6 , 3.8  ,7.16  , 0.64 , 6.4  ,34.0  ,2.76  , 745  ,  0   ,0.92  ,0.097 ,19.5  ,2.32  , 6.4  ,0.076 ,0.132 , 58   ,366   ,231   , 89.2 , 9.8  ,.     , 13   ,.     ,  6   ,13.0  ,1.70  ,37.2  ,25.0  , 7.95 ,32.9  , 0.89 ,21.1  ,16.1  ,15.3  , 7.40 , 0.49 , 0.53 , 4.01 , 7.15 , 3.02 ,14.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,F,3,117   ,30.8  , 86.2 , 80.8 , 49.7 , 3.8  ,7.04  , 0.32 , 5.6  ,33.5  ,2.29  , 815  ,  0   ,0.71  ,0.098 ,17.9  ,2.26  , 6.7  ,0.069 ,0.111 , 65   ,320   ,230   , 89.3 , 9.7  ,.     , 14   ,.     ,  3   ,12.9  ,1.53  ,37.5  ,23.8  , 7.04 ,30.9  , 0.83 ,21.8  ,15.8  ,14.9  , 7.79 , 0.47 , 0.43 , 3.48 , 7.06 , 2.95 ,13.8  , 6.8  ,0.60  , 4.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NA,T,3,114   ,31.3  , 83.1 , 81.2 , 52.2 , 3.8  ,6.98  , 0.16 , 4.4  ,39.1  ,2.46  , 767  ,  6   ,0.71  ,0.096 ,17.7  ,2.08  , 6.9  ,0.072 ,0.119 , 79   ,309   ,230   , 87.7 ,10.9  ,.     , 18   ,.     , 55   ,13.5  ,1.45  ,38.2  ,24.7  , 7.22 ,31.9  , 0.84 ,22.3  ,15.9  ,15.2  , 7.59 , 0.47 , 0.53 , 3.37 , 7.52 , 2.99 ,14.2  , 6.4  ,0.51  , 4.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,M,1,126   ,48.2  , 78.0 , 87.7 , 41.4 , 3.9  ,7.56  , 0.00 , 8.0  ,44.1  ,3.03  , 539  ,  0   ,1.11  ,0.098 ,15.7  ,1.92  , 5.3  ,0.131 ,0.247 ,110   ,237   ,182   , 80.2 ,12.0  , 679  , 16   , 92.0 ,250   ,14.3  ,1.74  ,40.6  ,25.2  , 5.05 ,30.2  , 0.74 ,23.9  ,16.7  ,18.2  , 7.50 , 1.34 , 0.45 , 1.78 , 8.77 , 1.89 ,14.5  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
NB,M,2, 83   ,31.2  , 52.1 , 83.4 , 40.1 , 3.9  ,7.28  , 0.00 , 7.8  ,43.0  ,2.76  , 573  ,  0   ,1.07  ,0.089 ,14.9  ,1.95  , 7.8  ,0.114 ,0.113 , 29   ,329   ,211   , 82.9 ,11.8  , 598  ,  4   , 84.0 ,245   ,12.9  ,1.71  ,38.8  ,23.4  , 6.10 ,29.5  , 0.76 ,24.9  ,13.9  ,14.8  ,13.13 , 1.18 , 0.44 , 2.31 , 8.26 , 2.08 ,13.1  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
NB,M,3,105   ,39.7  , 65.0 , 85.6 , 40.8 , 3.9  ,7.42  , 0.00 , 7.9  ,43.6  ,2.90  , 556  ,  0   ,1.09  ,0.093 ,15.3  ,1.94  , 6.5  ,0.123 ,0.180 , 70   ,283   ,197   , 81.6 ,11.9  , 639  , 10   , 88.0 ,248   ,13.6  ,1.73  ,39.7  ,24.3  , 5.58 ,29.9  , 0.75 ,24.4  ,15.3  ,16.5  ,10.32 , 1.26 , 0.45 , 2.04 , 8.52 , 1.99 ,13.8  , 6.0  ,0.50  , 2.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,1,138   ,51.4  , 86.3 , 99.3 , 50.8 , 4.1  ,7.89  , 0.39 ,10.7  ,37.6  ,2.48  , 656  ,  0   ,1.18  ,0.087 ,13.7  ,2.26  , 6.9  ,0.118 ,0.097 , 47   ,283   ,244   , 88.3 ,11.2  ,.     , 12   ,.     ,  0   ,12.8  ,1.77  ,37.6  ,24.2  , 5.61 ,29.8  , 0.79 ,24.0  ,13.6  ,14.8  ,10.96 , 0.92 , 0.29 , 2.78 , 8.36 , 1.95 ,13.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,2,101   ,41.7  , 59.4 , 93.4 , 46.8 , 4.1  ,7.78  , 1.14 , 7.9  ,35.5  ,2.76  , 693  , 12   ,1.40  ,0.088 ,14.0  ,2.29  , 6.2  ,0.118 ,0.085 , 58   ,261   ,240   , 87.7 , 9.8  ,.     , 12   ,.     ,  0   ,12.7  ,1.69  ,37.4  ,23.5  , 6.05 ,29.5  , 0.79 ,22.3  ,15.1  ,14.5  ,14.93 , 0.97 , 0.53 , 2.83 , 7.87 , 1.47 ,14.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,F,3,120   ,46.6  , 72.8 , 96.4 , 48.8 , 4.1  ,7.83  , 0.77 , 9.3  ,36.6  ,2.62  , 675  ,  6   ,1.29  ,0.087 ,13.8  ,2.27  , 6.6  ,0.118 ,0.091 , 53   ,272   ,242   , 88.0 ,10.5  ,.     , 12   ,.     ,  0   ,12.8  ,1.73  ,37.5  ,23.9  , 5.83 ,29.7  , 0.79 ,23.2  ,14.3  ,14.7  ,12.95 , 0.95 , 0.41 , 2.81 , 8.12 , 1.71 ,14.0  , 7.6  ,0.97  , 4.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NB,T,3,112   ,43.1  , 69.0 , 91.0 , 44.8 , 4.0  ,7.63  , 0.38 , 8.6  ,40.1  ,2.76  , 615  ,  3   ,1.19  ,0.090 ,14.6  ,2.10  , 6.6  ,0.120 ,0.136 , 61   ,278   ,219   , 84.8 ,11.2  ,.     , 11   ,.     ,124   ,13.2  ,1.73  ,38.6  ,24.1  , 5.70 ,29.8  , 0.77 ,23.8  ,14.8  ,15.6  ,11.63 , 1.10 , 0.43 , 2.43 , 8.32 , 1.85 ,13.9  , 6.8  ,0.73  , 3.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,M,1, 98   ,25.9  , 71.6 , 85.3 , 49.2 , 4.0  ,7.69  , 0.00 , 3.4  ,41.0  ,3.03  , 537  , 18   ,0.51  ,0.100 ,16.2  ,2.35  , 9.3  ,0.081 ,0.091 , 44   ,305   ,233   , 83.8 ,13.4  , 706  ,  4   , 45.0 ,185   ,12.0  ,1.52  ,41.2  ,24.3  , 5.59 ,29.9  , 0.72 ,22.2  ,19.0  ,15.9  , 8.29 , 0.32 , 0.27 , 2.95 , 7.94 , 2.97 ,13.4  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
NC,M,2,102   ,36.6  , 65.1 , 86.9 , 49.3 , 4.0  ,7.83  , 0.64 , 4.1  ,27.3  ,2.76  , 565  ,  0   ,0.64  ,0.096 ,15.7  ,1.73  , 7.4  ,0.074 ,0.113 , 46   ,276   ,236   , 91.7 ,12.9  , 606  ,  4   , 76.0 , 95   ,13.5  ,1.66  ,39.5  ,23.9  , 6.18 ,30.1  , 0.76 ,22.7  ,16.8  ,14.6  , 9.45 , 0.40 , 0.37 , 3.02 , 7.32 , 3.06 ,13.5  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
NC,M,3,100   ,31.3  , 68.3 , 86.1 , 49.3 , 4.0  ,7.76  , 0.32 , 3.8  ,34.1  ,2.90  , 551  ,  9   ,0.58  ,0.098 ,15.9  ,2.04  , 8.4  ,0.077 ,0.102 , 45   ,291   ,235   , 87.8 ,13.2  , 656  ,  4   , 60.5 ,140   ,12.8  ,1.59  ,40.4  ,24.1  , 5.88 ,30.0  , 0.74 ,22.4  ,17.9  ,15.3  , 8.87 , 0.36 , 0.32 , 2.99 , 7.63 , 3.02 ,13.5  , 5.9  ,0.56  , 3.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,F,1,103   ,32.9  , 69.8 , 89.6 , 53.8 , 4.1  ,8.10  , 0.00 , 4.0  ,29.5  ,1.83  , 852  , 70   ,0.60  ,0.110 ,14.9  ,2.48  , 8.5  ,0.079 ,0.083 , 35   ,344   ,242   , 88.1 ,  .   ,.     ,  7   ,.     ,  0   ,10.9  ,1.39  ,43.0  ,24.5  , 5.15 ,29.6  , 0.69 ,23.9  ,19.1  ,15.5  , 6.65 , 0.42 , 0.28 , 2.96 , 8.00 , 2.94 ,13.5  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,F,2,123   ,37.9  , 84.9 , 90.4 , 46.1 , 4.0  ,8.18  , 0.00 , 6.3  ,24.5  ,2.22  , 773  , 45   ,0.76  ,0.109 ,13.8  ,2.41  , 7.1  ,0.101 ,0.090 , 58   ,423   ,219   , 92.6 ,10.1  ,.     , 13   ,.     ,  0   ,12.6  ,1.53  ,48.5  ,18.6  , 2.64 ,21.2  , 0.44 ,29.5  ,19.0  ,15.5  , 9.23 , 0.24 , 0.12 , 1.53 , 6.23 , 2.90 , 9.4  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,F,3,113   ,35.4  , 77.4 , 90.0 , 50.0 , 4.0  ,8.14  , 0.00 , 5.2  ,27.0  ,2.03  , 813  , 58   ,0.68  ,0.110 ,14.4  ,2.45  , 7.8  ,0.090 ,0.087 , 47   ,384   ,231   , 90.3 ,10.1  ,.     , 10   ,.     ,  0   ,11.8  ,1.46  ,45.8  ,21.6  , 3.90 ,25.4  , 0.56 ,26.7  ,19.1  ,15.5  , 7.94 , 0.33 , 0.20 , 2.25 , 7.12 , 2.92 ,11.5  , 8.6  ,0.91  , 5.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
NC,T,3,107   ,33.3  , 72.9 , 88.1 , 49.6 , 4.0  ,7.95  , 0.16 , 4.5  ,30.6  ,2.46  , 682  , 33   ,0.63  ,0.104 ,15.2  ,2.24  , 8.1  ,0.084 ,0.094 , 46   ,337   ,233   , 89.0 ,11.6  ,.     ,  7   ,.     , 70   ,12.3  ,1.53  ,43.1  ,22.8  , 4.89 ,27.7  , 0.65 ,24.6  ,18.5  ,15.4  , 8.40 , 0.35 , 0.26 , 2.62 , 7.37 , 2.97 ,12.5  , 7.3  ,0.74  , 4.8  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,1,153   ,50.0  ,102.7 , 99.3 , 63.2 , 4.2  ,7.68  , 0.66 ,11.3  ,36.4  ,1.70  , 596  ,  0   ,1.71  ,0.102 ,21.1  ,2.32  ,10.8  ,0.107 ,0.136 , 75   ,408   ,154   , 91.5 ,14.0  , 760  , 20   , 75.0 ,161   ,  .   ,1.53  ,49.0  ,13.8  , 2.58 ,16.4  , 0.34 ,29.7  ,19.3  ,15.8  ,14.05 , 0.63 , 0.20 , 1.31 , 5.58 , 2.11 , 6.1  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
ND,M,2,148   ,49.5  , 98.1 ,105.7 , 56.3 , 4.3  ,7.60  , 2.03 ,12.3  ,51.0  ,2.76  , 643  , 17   ,1.37  ,0.099 ,16.8  ,1.98  ,12.2  ,0.099 ,0.117 , 95   ,348   ,222   , 93.0 ,12.3  , 817  ,  8   , 33.3 ,208   ,  .   ,1.45  ,42.6  ,23.7  , 6.54 ,30.3  , 0.71 ,25.9  ,16.8  ,15.7  , 9.13 , 1.18 , 0.58 , 2.83 , 8.36 , 1.79 ,13.6  ,.     ,.     ,.     ,    . ,    . , .    , .    ,  .   ,  .   ,  .   ,  .   ,  .   ,  .   , .    ,  .   ,
ND,M,3,151   ,49.8  ,100.4 ,102.5 , 59.8 , 4.3  ,7.64  , 1.34 ,11.8  ,43.7  ,2.23  , 620  ,  9   ,1.54  ,0.101 ,19.0  ,2.15  ,11.5  ,0.103 ,0.127 , 85   ,378   ,188   , 92.3 ,13.2  , 789  , 14   , 54.1 ,185   ,.     ,1.49  ,45.8  ,18.8  , 4.56 ,23.4  , 0.53 ,27.8  ,18.1  ,15.8  ,11.59 , 0.91 , 0.39 , 2.07 , 6.97 , 1.95 , 9.8  , 7.9  ,1.09  , 5.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,1,121   ,39.4  , 82.0 ,107.5 , 63.9 , 4.2  ,8.16  , 0.89 ,11.9  ,36.5  ,2.48  , 726  , 20   ,1.13  ,0.099 ,18.5  ,2.69  ,10.5  ,0.106 ,0.112 , 79   ,246   ,206   , 90.6 ,11.8  ,.     ,  4   ,.     , 56   ,  .   ,1.50  ,43.7  ,21.7  , 4.63 ,26.4  , 0.60 ,25.6  ,18.1  ,14.9  , 8.16 , 0.86 , 0.21 , 2.16 , 7.83 , 1.80 ,12.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,2,120   ,46.4  , 73.6 ,107.0 , 59.3 , 4.4  ,7.89  , 6.90 ,18.9  ,43.5  ,2.76  , 817  , 20   ,0.58  ,0.098 ,20.8  ,2.63  ,11.6  ,0.104 ,0.094 , 48   ,532   ,211   , 96.6 ,12.3  ,.     ,  8   ,.     , 43   ,  .   ,1.63  ,38.7  ,23.3  , 6.87 ,30.2  , 0.78 ,25.2  ,13.5  ,12.9  ,15.32 , 1.24 , 0.58 , 3.24 , 6.86 , 2.32 ,14.1  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,3,121   ,42.9  , 77.8 ,107.3 , 61.6 , 4.3  ,8.03  , 3.90 ,15.4  ,40.0  ,2.62  , 772  , 20   ,0.85  ,0.099 ,19.7  ,2.66  ,11.1  ,0.105 ,0.103 , 64   ,389   ,209   , 93.6 ,12.1  ,.     ,  6   ,.     , 50   ,.     ,1.56  ,41.2  ,22.5  , 5.75 ,28.3  , 0.69 ,25.4  ,15.8  ,13.9  ,11.74 , 1.05 , 0.39 , 2.70 , 7.35 , 2.06 ,13.1  , 9.0  ,1.69  , 5.7  ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
